OBJECTID,Join_Count,TARGET_FID,Type,County,Name,email,phone,WebSite,County_Dir,district,Address1,Address2,City,Zip,addresses,origAddres,X,Y,address,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME_1,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
245,1,244,DFCS,Jefferson,GA DFCS Office-Jefferson County,Laura.elsner@dhs.ga.gov,478-625-6803,,Laura Elsner- Interim,,,,,,"2459 US Hwy 1 N, Louisville GA 30434",,-82.4051293,33.0230808,"2459 us-1, louisville, ga 30434, usa",13,163,345714,13163,Jefferson,Jefferson County,6,H1,G4020,,,,A,1363589315,8241827,33.0518741,-82.4190497
246,1,245,DFCS,Jenkins,GA DFCS Office-Jenkins County,Joanna.Greenway@dhs.ga.gov,478-982-2011,,Joanna Greenway,,,,,,"618 S. Gray St., Millen GA 30442",,-81.9461141,32.7952935,"618 s gray st, millen, ga 30442, usa",13,165,342985,13165,Jenkins,Jenkins County,6,H1,G4020,,,,A,899449076,13452217,32.7945631,-81.9715244
247,1,246,DFCS,Johnson,GA DFCS Office-Johnson County,cecilia.schenck@dhs.ga.gov,478-275-6678,,Cecilia Schenck,,,,,,"44 West Court St., Wrightsville GA 31096",,-82.7396644,32.7274467,"44 w court st, wrightsville, ga 31096, usa",13,167,346664,13167,Johnson,Johnson County,6,H1,G4020,,20140,,A,784793437,9278548,32.6898312,-82.6613536
248,1,247,DFCS,Jones,GA DFCS Office-Jones County,Brandi.Cunningham@dhs.ga.gov,478-986-5567,,Brandi Cunningham,,,,,,"141 James St., Gray GA  31032",,-83.5332967,33.0067466,"141 james st, gray, ga 31032, usa",13,169,345367,13169,Jones,Jones County,6,H1,G4020,356,31420,,A,1020281727,3842679,33.0202261,-83.5623393
249,1,248,DFCS,Lamar,GA DFCS Office-Lamar County,ulanda.barkley@dhs.ga.gov,770-358-5175,,Ulanda A. Barkley,,,,,,"122 Westgate Plaza, Barnesville GA 30204",,-84.1686959,33.0450742,"122 westgate plaza, barnesville, ga 30204, usa",13,171,326713,13171,Lamar,Lamar County,6,H1,G4020,122,12060,,A,475262689,6046028,33.0744604,-84.1467206
250,1,249,DFCS,Lanier,GA DFCS Office-Lanier County,natalie.howell@dhs.ga.gov,229-482-3705,,Natalie Howell,,,,,,"5 Roquemore Circle, Lakeland GA 31635",,-83.072755,31.0386299,"5 roquemore, lakeland, ga 31635, usa",13,173,348102,13173,Lanier,Lanier County,6,H1,G4020,,46660,,A,479903181,37546552,31.0381973,-83.0631635
251,1,250,DFCS,Laurens,GA DFCS Office-Laurens County,cecilia.schenck@dhs.ga.gov,478-275-6677,,Cecilia Schenck,,,,,,"904 Claxton Dairy Road, Dublin GA 31040",,-82.920994,32.5439676,"904 claxton dairy rd, dublin, ga 31021, usa",13,175,346568,13175,Laurens,Laurens County,6,H1,G4020,,20140,,A,2090902617,28925882,32.3932197,-82.9263171
252,1,251,DFCS,Lee,GA DFCS Office-Lee County,Robert.lee@dhs.ga.gov,229-759-3009,,Robert Lee,,,,,,"121 4th St., Leesburg GA 31763",,-84.1655438,31.7325009,"121 4th st, leesburg, ga 31763, usa",13,177,343390,13177,Lee,Lee County,6,H1,G4020,,10500,,A,921723018,15318713,31.8184185,-84.1466814
253,1,252,DFCS,Liberty,GA DFCS Office-Liberty County,LaTaya.Hunt@dhs.ga.gov,912-370-2532,,LaTaya Hunt,,,,,,"112 W. Oglethorpe Hwy., Hinesville,  GA  31313",,-81.5917012,31.847085,"112 w oglethorpe hwy, hinesville, ga 31313, usa",13,179,357095,13179,Liberty,Liberty County,6,H1,G4020,496,25980,,A,1270160319,290378400,31.8072964,-81.4578642
254,1,253,DFCS,Lincoln,GA DFCS Office-Lincoln County,grant.mccurley@dhs.ga.gov,706-678-7849,,Grant McCurley,,,,,,"171 N. Peachtree St., Lincolnton GA 30817",,-82.4778268,33.7940893,"171 n peachtree st, lincolnton, ga 30817, usa",13,181,1688000,13181,Lincoln,Lincoln County,6,H1,G4020,,,,A,544880756,121517071,33.7921507,-82.4482992
255,1,254,DFCS,Long,GA DFCS Office-Long County,LaTaya.Hunt@dhs.ga.gov,912-370-2532,,LaTaya Hunt,,,,,,"590 N. Macon Dr.,  Ludowici GA 31316",,-81.7487955,31.7215289,"590 n macon st, ludowici, ga 31316, usa",13,183,326719,13183,Long,Long County,6,H1,G4020,496,25980,,A,1036970279,8901385,31.7495633,-81.7428697
256,1,255,DFCS,Lowndes,GA DFCS Office-Lowndes County,Gail.Finley@dhs.ga.gov,229-333-7055,,Gail Finley,,,,,,"206 South Patterson St,  Valdosta GA 31601",,-83.278613,30.828781,"206 s patterson st, valdosta, ga 31601, usa",13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
257,1,256,DFCS,Lumpkin,GA DFCS Office-Lumpkin County,scott.wilbanks@dhs.ga.gov,706-864-1971,,Scott Wilbanks,,,,,,"175 Tipton Drive, Dahlonega GA 30533",,-83.9792987,34.522811,"175 tipton dr, dahlonega, ga 30533, usa",13,187,357196,13187,Lumpkin,Lumpkin County,6,H1,G4020,,,,A,732793135,3273364,34.568135,-83.9989062
258,1,257,DFCS,Macon,GA DFCS Office-Macon County,Kathy.Detamore@dhs.ga.gov,478-472-3722,,"Kathy Detamore, Interim",,,,,,"413 Clifton Bradley Dr., Oglethorpe GA 31068",,-84.0576667,32.2908296,"413 clifton bradley dr, oglethorpe, ga 31068, usa",13,193,346957,13193,Macon,Macon County,6,H1,G4020,,,,A,1037654095,13859174,32.3662155,-84.0521624
259,1,258,DFCS,Madison,GA DFCS Office-Madison County,kristy.daniels@dhs.ga.gov,706-795-6614,,Kristy Daniels,,,,,,"Courthouse Square, Hwy 29, Danielsville GA 30633",,-83.2214468,34.1239733,"306 courthouse sq, danielsville, ga 30633, usa",13,195,1688004,13195,Madison,Madison County,6,H1,G4020,,12020,,A,731184761,8484186,34.1284838,-83.203644
260,1,259,DFCS,Marion,GA DFCS Office-Marion County,donna.tennison@dhs.ga.gov,229-649-6342,,Donna Tennison,,,,,,"111 Baker St., Buena Vista GA 31803",,-84.5197991,32.319072,"111 baker st, buena vista, ga 31803, usa",13,197,344107,13197,Marion,Marion County,6,H1,G4020,194,17980,,A,947978202,3791370,32.3595381,-84.5295606
261,1,260,DFCS,McDuffie,GA DFCS Office-McDuffie County,teresa.foster@dhs.ga.gov,706-595-4415,,Teresa Foster,,,,,,"307 Greenway Street, Thomson GA 30824",,-82.5026424,33.470019,"307 greenway st, thomson, ga 30824, usa",13,189,348794,13189,McDuffie,McDuffie County,6,H1,G4020,,12260,,A,666825167,23116183,33.4824637,-82.473188
262,1,261,DFCS,McIntosh,GA DFCS Office-McIntosh County,Kristal.Jones@dhs.ga.gov,912-437-8429,,Kristal Jones,,,,,,"1221 N. Way,  Darien GA 31305",,-81.4342302,31.3820655,"1221 north way, darien, ga 31305, usa",13,191,356886,13191,McIntosh,McIntosh County,6,H1,G4020,,15260,,A,1098984242,387392530,31.4829776,-81.3701993
263,1,262,DFCS,Meriwether,GA DFCS Office-Meriwether County,Kenya.Lovett@dhs.ga.gov,706 672-3823,,Kenya Lovett,,,,,,"17234 Roosevelt Hwy, Greenville GA 30222",,-84.7115926,33.0423257,"17234 roosevelt hwy, greenville, ga 30222, usa",13,199,346892,13199,Meriwether,Meriwether County,6,H1,G4020,122,12060,,A,1298161669,10834134,33.0302196,-84.6632794
264,1,263,DFCS,Miller,GA DFCS Office-Miller County,robert.lee@dhs.ga.gov,229-758-5804,,"Robert Lee, Interim",,,,,,"69 Thompson Town Rd., Colquitt GA 39837",,-84.7156964,31.1616257,"69 thompson town rd, colquitt, ga 39837, usa",13,201,344088,13201,Miller,Miller County,6,H1,G4020,,,,A,731466825,3216301,31.1629079,-84.7303856
265,1,264,DFCS,Mitchell,GA DFCS Office-Mitchell County,meredith.yancey@dhs.ga.gov,229-522-3506,,"Meredith Yancey Willis, Interim",,,,,,"90 West Oakland Ave., Camilla GA 31730",,-84.212523,31.2321024,"90 w oakland ave, camilla, ga 31730, usa",13,205,343645,13205,Mitchell,Mitchell County,6,H1,G4020,,,,A,1326293153,4504163,31.228997,-84.192038
266,1,265,DFCS,Monroe,GA DFCS Office-Monroe County,Brandi.Cunningham@dhs.ga.gov,478-993-3020,,"Brandi Cunningham, Interim",,,,,,"107 MLK Jr. Dr., Forsyth GA 31029",,-83.9475087,33.031361,"107 martin luther king jr dr, forsyth, ga 31029, usa",13,207,343073,13207,Monroe,Monroe County,6,H1,G4020,356,31420,,A,1024750677,5575320,33.0174352,-83.9229376
267,1,266,DFCS,Montgomery,GA DFCS Office-Montgomery County,rose.morris@dhs.ga.gov,912-526-2047,,"Rose Morris, Acting",,,,,,"130 East Spring St., Mt. Vernon GA 30445",,-82.5927943,32.1786725,"130 e spring st, mt vernon, ga 30445, usa",13,209,352276,13209,Montgomery,Montgomery County,6,H1,G4020,,47080,,A,620370722,13383037,32.1721081,-82.5333487
268,1,267,DFCS,Morgan,GA DFCS Office-Morgan County,Anna.Wheeler@dhs.ga.gov,706-343-5816,,Anna Wheeler,,,,,,"2005 Main St. Ste. 100, Madison GA 30650",,-83.4658211,33.59631,"2005 s main st suit 100, madison, ga 30650, usa",13,211,346008,13211,Morgan,Morgan County,6,H1,G4020,,,,A,899646113,18817202,33.5937317,-83.4923244
269,1,268,DFCS,Murray,GA DFCS Office-Murray County,deborah.haynes@dhs.g.gov,706-422-1988,,Deborah Haynes-Smith,,,,,,"830 G.I. Maddox PKWY, Chatsworth GA 30705",,-84.7883791,34.7822068,"830 g i maddox pkwy, chatsworth, ga 30705, usa",13,213,1688005,13213,Murray,Murray County,6,H1,G4020,,19140,,A,892278045,5719621,34.7970974,-84.7379899
270,1,269,DFCS,Muscogee,GA DFCS Office-Muscogee County,Teresa.ToweryHughes@dhs.ga.gov,706-649-7201,,"Teresa Towery Hughes, Interim",,,,,,"2100 Comer Avenue, Columbus GA 31902-2627",,-84.9789159,32.4835701,"2100 comer ave, columbus, ga 31904, usa",13,215,357428,13215,Muscogee,Muscogee County,6,H6,G4020,194,17980,,C,560530553,11873623,32.510197,-84.874946
271,1,270,DFCS,Newton,GA DFCS Office-Newton County,William.Thomas@dhs.ga.gov,770-784-2494,,William Thomas,,,,,,"4117 Mill Street, Covington GA 30014",,-83.8506982,33.6003416,"4117 mill st ne, covington, ga 30014, usa",13,217,1673547,13217,Newton,Newton County,6,H1,G4020,122,12060,,A,704988572,18130683,33.5440649,-83.8551921
272,1,271,DFCS,Oconee,GA DFCS Office-Oconee County,Dawn.Criss@dhs.ga.gov,706-310-2277,,Dawn Criss,,,,,,"1400 Greensboro Hwy., Watkinsville GA 30677",,-83.3991591,33.8528235,"1400 greensboro hwy, watkinsville, ga 30677, usa",13,219,356774,13219,Oconee,Oconee County,6,H1,G4020,,12020,,A,477395748,5305651,33.8341247,-83.4377284
273,1,272,DFCS,Oglethorpe,GA DFCS Office-Oglethorpe County,kristy.daniels@dhs.ga.gov,706-743-8173,,Kristy Daniels,,,,,,"231 Union Pt. St., Lexington GA 30648",,-83.1186971,33.8701585,"231 union point rd, lexington, ga 30648, usa",13,221,351262,13221,Oglethorpe,Oglethorpe County,6,H1,G4020,,12020,,A,1137034476,7839343,33.8668062,-83.0740805
274,1,273,DFCS,Paulding,GA DFCS Office-Paulding County,james.provost@dhs.ga.gov,770-443-3772,,James Provost,,,,,,"1387 Industrial Blvd., N. Dallas GA. 30132",,-84.8130812,33.9492705,"1387 industrial blvd n, dallas, ga 30132, usa",13,223,349912,13223,Paulding,Paulding County,6,H1,G4020,122,12060,,A,808831964,5309335,33.9209028,-84.8669788
275,1,274,DFCS,Peach,GA DFCS Office-Peach County,charmer.brazier@dhs.ga.gov,478-825-6360,,Charmer Brazier,,,,,,"700 Spruce St. Wing E , Fort Valley GA 31030",,-83.8835788,32.544905,"700 spruce st, fort valley, ga 31030, usa",13,225,343153,13225,Peach,Peach County,6,H1,G4020,356,22980,,A,389190345,2676549,32.5713241,-83.8319779
276,1,275,DFCS,Pickens,GA DFCS Office-Pickens County,heidi.smith@dhs.ga.gov,706-692-4730,,Heidi Smith,,,,,,"1258 E. Church Street, Jasper, GA 30143",,-84.4135324,34.4590807,"1258 e church st, big canoe, ga 30143, usa",13,227,1673011,13227,Pickens,Pickens County,6,H1,G4020,122,12060,,A,601027689,1693936,34.4566255,-84.4902631
277,1,276,DFCS,Pierce,GA DFCS Office-Pierce County,amy.yawn@dhs.ga.gov,912-449-2232,,Amy Yawn,,,,,,"621 Hendry Street, Blackshear GA 31516",,-82.2501387,31.309738,"621 hendry st, blackshear, ga 31516, usa",13,229,349086,13229,Pierce,Pierce County,6,H1,G4020,,48180,,A,822185254,66775943,31.3539879,-82.2104267
278,1,277,DFCS,Pike,GA DFCS Office-Pike County,dammeon.hicks-marshall@dhs.ga.gov,770-567-9788,,Dammeon Hicks-Marshall,,,,,,"7165 Highway 19 S.,  Zebulon, GA 30295",,-84.3465229,33.0859017,"7165 us-19, zebulon, ga 30295, usa",13,231,346482,13231,Pike,Pike County,6,H1,G4020,122,12060,,A,559659440,8596795,33.0907685,-84.3866265
279,1,278,DFCS,Polk,GA DFCS Office-Polk County,susan.ollis@dhs.ga.gov,770-749-4300,,Susan Ollis,,,,,,"100 County Loop Rd., Cedartown GA 30125",,-85.2161964,34.0159945,"100 county loop rd, cedartown, ga 30125, usa",13,233,343585,13233,Polk,Polk County,6,H1,G4020,122,16340,,A,803773281,4667496,33.9960153,-85.1883384
280,1,279,DFCS,Pulaski,GA DFCS Office-Pulaski County,rebecca.powell@dhs.ga.gov,478-783-6222,,Rebecca Powell,,,,,,"180 Broad Street, Hawkinsville GA 31036",,-83.4708634,32.2817356,"180 broad st, hawkinsville, ga 31036, usa",13,235,347593,13235,Pulaski,Pulaski County,6,H1,G4020,,,,A,644979652,5642415,32.2387936,-83.4818548
281,1,280,DFCS,Putnam,GA DFCS Office-Putnam County,nickie.corbitt@dhs.ga.gov,706-484-2928,,Nickie Corbitt,,,,,,"675 Godfrey Hwy, Eatonton GA 31024",,-83.4083672,33.3400286,"old godfrey hwy, eatonton, ga 31024, usa",13,237,347246,13237,Putnam,Putnam County,6,H1,G4020,,,,A,892634319,41539311,33.3210605,-83.3717898
282,1,281,DFCS,Quitman,GA DFCS Office-Quitman County,Mary.Shaver@dhs.ga.gov,229-334-0756,,"Mary Shaver, Interim",,,,,,"1023 Hwy 82, Georgtown GA 39854",,-85.1003227,31.8848894,"1023 ga-50, georgetown, ga 39854, usa",13,239,350547,13239,Quitman,Quitman County,6,H6,G4020,,21640,,C,391703084,24158294,31.8614871,-85.0093171
283,1,282,DFCS,Rabun,GA DFCS Office-Rabun County,maria.ryder@dhs.ga.gov,706-782-2017,,Maria Ryder,,,,,,"128 Hiawassee St., Clayton GA 30525",,-83.4009327,34.8797942,"128 hiawassee st, clayton, ga 30525, usa",13,241,351489,13241,Rabun,Rabun County,6,H1,G4020,,,,A,958280750,17841169,34.8830262,-83.4047353
284,1,283,DFCS,Randolph,GA DFCS Office-Randolph County,laurie.sheffield@dhs.ga.gov,229-732-3514,,Laurie Sheffield,,,,,,"145 N. Webster St. Cuthbert, GA 39840",,-84.7863405,31.7741539,"145 n webster st, cuthbert, ga 39840, usa",13,243,352242,13243,Randolph,Randolph County,6,H1,G4020,,,,A,1109127081,6830055,31.762651,-84.7523108
285,1,284,DFCS,Richmond,GA DFCS Office-Richmond County,Tavia.Harris@dhs.ga.gov,706-721-2536,,Tavia Harris,,,,,,"Temp Location: 2216 Bungalow Road, Augusta, 30906",,-82.0216667,33.4332463,"2216 bungalow rd, augusta, ga 30906, usa",13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
286,1,285,DFCS,Rockdale,GA DFCS Office-Rockdale County,veronica.parrott@dhs.ga.gov,770-388-5028,,Veronica Parrott,,,,,,"975 Taylor St. SW, Conyers GA 30012",,-84.0255407,33.6652941,"975 taylor st, conyers, ga 30012, usa",13,247,357592,13247,Rockdale,Rockdale County,6,H1,G4020,122,12060,,A,336205234,5926396,33.6520811,-84.0263696
287,1,286,DFCS,Schley,GA DFCS Office-Schley County,Kathy.Detamore@dhs.ga.gov,229-937-5331,,"Kathy Detamore, Interim",,,,,,"45 W. Oglethorpe St., Ellaville GA 31806",,-84.3097256,32.2378692,"45 oglethorpe st, ellaville, ga 31806, usa",13,249,344129,13249,Schley,Schley County,6,H1,G4020,,11140,,A,432283921,2376372,32.263441,-84.3227238
288,1,287,DFCS,Screven,GA DFCS Office-Screven County,Joanna.Greenway@dhs.ga.gov,912-564-5565,,Joanna Greenway,,,,,,"110 Singleton Ave., Sylvania GA 30467",,-81.6377138,32.7528981,"110 singleton ave, sylvania, ga 30467, usa",13,251,350204,13251,Screven,Screven County,6,H1,G4020,,,,A,1670803666,27889015,32.7447512,-81.6175849
289,1,288,DFCS,Seminole,GA DFCS Office-Seminole County,Robert.lee@dhs.ga.gov,229-524-1271,,"Robert Lee, Interim",,,,,,"108 West 4th St., Donalsonville GA 39845",,-84.883777,31.0392544,"108 w 4th st, donalsonville, ga 39845, usa",13,253,351263,13253,Seminole,Seminole County,6,H1,G4020,,,,A,609245333,55231559,30.933894,-84.8675915
290,1,289,DFCS,Spalding,GA DFCS Office-Spalding County,Phyllis.Easton-Barkley@dhs.ga.gov,770-233-5445,,Phyllis Easton-Barkley,,,,,,"411 E Solomon St., Griffin GA 30223",,-84.2581616,33.249018,"411 e solomon st, griffin, ga 30223, usa",13,255,353055,13255,Spalding,Spalding County,6,H1,G4020,122,12060,,A,508851718,8084962,33.2623888,-84.2860671
291,1,290,DFCS,Stephens,GA DFCS Office-Stephens County,mark.akridge@dhs.ga.gov,706-282-4610,,Mark Akridge,,,,,,"64 Boulevard Suite 101, Toccoa GA 30577",,-83.3144258,34.581806,"64 n blvd #101, toccoa, ga 30577, usa",13,257,350028,13257,Stephens,Stephens County,6,H1,G4020,,45740,,A,463948108,13121948,34.5529139,-83.2902156
292,1,291,DFCS,Stewart,GA DFCS Office-Stewart County,laurie.sheffield@dhs.ga.gov,229-838-4161,,Laurie Sheffield,,,,,,"2115 E Broad Street, Lumpkin GA 31815",,-84.7886237,32.051395,"2115 broad st, lumpkin, ga 31815, usa",13,259,347360,13259,Stewart,Stewart County,6,H1,G4020,,,,A,1188113790,12636844,32.073225,-84.8349117
293,1,292,DFCS,Sumter,GA DFCS Office-Sumter County,Angelique.Ludlam@dhs.ga.gov,229-931-2425,,Angelique Ludlam,,,,,,"1601 N MLK Jr. Blvd, St 200, Americus GA 31709",,-84.244052,32.074978,"1601 n. martin luther king, jr. blvd.,suite 200, americus, ga 31719, united states",13,261,343504,13261,Sumter,Sumter County,6,H1,G4020,,11140,,A,1250175754,25791648,32.0421974,-84.204259
294,1,293,DFCS,Talbot,GA DFCS Office-Talbot County,derick.pinkney@dhs.ga.gov,706-665-6020,,Derick Pinkney,,,,,,"356 Jordan City Rd, Talbotton GA 31827",,-84.5353844,32.6820298,"356 jordan city rd, talbotton, ga 31827, usa",13,263,326757,13263,Talbot,Talbot County,6,H1,G4020,,,,A,1013691774,8737053,32.7046026,-84.5300288
295,1,294,DFCS,Taliaferro,GA DFCS Office-Taliaferro County,grant.mccurley@dhs.ga.gov,706-678-7849,,Grant McCurley,,,,,,"107 Commerce St., Crawfordville, GA 30631",,-82.899208,33.5551889,"107 commerce st, crawfordville, ga 30631, usa",13,265,347654,13265,Taliaferro,Taliaferro County,6,H1,G4020,,,,A,504031774,1915721,33.5593144,-82.8752078
296,1,295,DFCS,Tattnall,GA DFCS Office-Tattnall County,genell.akins@dhs.ga.gov,912-557-7827,,"Genell C. Akins, Interim",,,,,,"117 N. Main St., Reidsville GA  30453",,-82.1189471,32.0876883,"117 n main st, reidsville, ga 30453, usa",13,267,347445,13267,Tattnall,Tattnall County,6,H1,G4020,,,,A,1241559207,23258329,32.0437683,-82.0592081
297,1,296,DFCS,Taylor,GA DFCS Office-Taylor County,derick.pinkney@dhs.ga.gov,478-862-5463,,Derick Pinkney,,,,,,"178-2 Charing Rd., Butler GA 31006",,-84.2516046,32.5570662,"178 charing rd, butler, ga 31006, usa",13,269,344156,13269,Taylor,Taylor County,6,H1,G4020,,,,A,975612223,7803624,32.5546668,-84.2514261
298,1,297,DFCS,Telfair,GA DFCS Office-Telfair County,natalie.conley@dhs.ga.gov,229-868-3062,,Natalie Conley,,,,,,"35 E Brewton Street, McRae-Helena, GA  31055",,-82.8972433,32.0605136,"35 e brewton st, mcrae, ga 31055, usa",13,271,356958,13271,Telfair,Telfair County,6,H1,G4020,,,,A,1132610530,17366940,31.9136387,-82.9310624
299,1,298,DFCS,Terrell,GA DFCS Office-Terrell County,Robert.lee@dhs.ga.gov,229-995-2173,,Robert Lee,,,,,,"642 Randolph St. SE, Dawson GA 39842",,-84.4412316,31.7636793,"642 randolph ave se, dawson, ga 39842, usa",13,273,352238,13273,Terrell,Terrell County,6,H1,G4020,,10500,,A,868785070,5861858,31.7771909,-84.4394464
300,1,299,DFCS,Thomas,GA DFCS Office-Thomas County,jackie.bridges@dhs.ga.gov,229-225-4012,,"Jackie Bridges, Interim",,,,,,"460 Smith Ave., Thomasville GA 31792",,-83.9724006,30.8351521,"460 smith ave, thomasville, ga 31792, usa",13,275,343835,13275,Thomas,Thomas County,6,H1,G4020,,45620,,A,1410508603,19729670,30.8646064,-83.9198196
301,1,300,DFCS,Tift,GA DFCS Office-Tift County,anisia.clark@dhs.ga.gov,229-386-3621,,Annie Clark,,,,,,"410 West 2nd Street, Tifton GA 31794",,-83.5174236,31.4565578,"410 w 2nd st, tifton, ga 31794, usa",13,277,344090,13277,Tift,Tift County,6,H1,G4020,,45700,,A,670826478,25333972,31.4570027,-83.5259307
302,1,301,DFCS,Toombs,GA DFCS Office-Toombs County,rose.morris@dhs.ga.gov,912-526-2047,,"Rose Morris, Acting",,,,,,"162 Oxley Drive, Lyons GA 30436",,-82.3385408,32.204708,"162 oxley dr, lyons, ga 30436, usa",13,279,345220,13279,Toombs,Toombs County,6,H1,G4020,,47080,,A,942770655,18093842,32.1266975,-82.3320708
303,1,302,DFCS,Towns,GA DFCS Office-Towns County,scott.wilbanks@dhs.ga.gov,706-896-3553,,Scott Wilbanks - Interim,,,,,,"1620 US 76 West, Hiawassee GA 30546",,-83.7840135,34.9634568,"1620 us-76, hiawassee, ga 30546, usa",13,281,351252,13281,Towns,Towns County,6,H1,G4020,,,,A,431395515,14037940,34.9026623,-83.7322155
304,1,303,DFCS,Treutlen,GA DFCS Office-Treutlen County,rose.morris@dhs.ga.gov,912-526-2047,,"Rose Morris, Acting",,,,,,"1831 Martin Luther King Jr. Drive, Soperton GA 30457",,-82.5944093,32.3772434,"1831 m.l.k. jr dr, soperton, ga 30457, usa",13,283,347505,13283,Treutlen,Treutlen County,6,H1,G4020,,,,A,516536192,7805621,32.4095857,-82.5708819
305,1,304,DFCS,Troup,GA DFCS Office-Troup County,shay.thornton@dhs.ga.gov,706-298-7105,,Shay Thornton,,,,,,"1220 Hogansville Rd., LaGrange GA 30241",,-85.002318,33.052517,"1220 hogansville rd, lagrange, ga 30241, usa",13,285,1673298,13285,Troup,Troup County,6,H1,G4020,122,29300,,A,1072230549,82805378,33.034482,-85.02836
306,1,305,DFCS,Turner,GA DFCS Office-Turner County,anisia.clark@dhs.ga.gov,229-386-3621,,Annie Clark,,,,,,"336 North Street, Ashburn GA 31714",,-83.6541893,31.709372,"336 north st, ashburn, ga 31714, usa",13,287,343238,13287,Turner,Turner County,6,H1,G4020,,,,A,739164630,11881239,31.7182318,-83.6285665
307,1,306,DFCS,Twiggs,GA DFCS Office-Twiggs County,senay.marble@dhs.ga.gov,478-945-2604,,Senay L. Marble,,,,,,"14 Cedar Lane, Jeffersonville GA 31044",,-83.3399883,32.6817233,"14 s cedar ln, jeffersonville, ga 31044, usa",13,289,345456,13289,Twiggs,Twiggs County,6,H1,G4020,356,31420,,A,928281977,10936358,32.6658469,-83.4258792
308,1,307,DFCS,Union,GA DFCS Office-Union County,scott.wilbanks@dhs.ga.gov,706-781-2407,,Scott Wilbanks - Interim,,,,,,"163 Blue Ridge Highway, Blairsville GA 30512",,-83.9653677,34.8684124,"163 blue ridge hwy, blairsville, ga 30512, usa",13,291,353193,13291,Union,Union County,6,H1,G4020,,,,A,833786220,18332085,34.8337696,-83.9895727
309,1,308,DFCS,Upson,GA DFCS Office-Upson County,bessa.fowler-bellezza@dhs.ga.gov,706-646-6064,,Bessa Fowler-Bellezza,,,,,,"711 N. Bethel St., Thomaston GA 30286",,-84.3231831,32.8991691,"711 n bethel st, thomaston, ga 30286, usa",13,293,346759,13293,Upson,Upson County,6,H1,G4020,122,45580,,A,837697128,10663319,32.8818366,-84.292281
310,1,309,DFCS,Walker,GA DFCS Office-Walker County,Teresa.ToweryHughes@dhs.ga.gov,706-375-0763,,Teresa Hughes,,,,,,"10056 North Highway 27, Rock Spring, GA 30739",,-85.2435487,34.834497,"n hwy 27, rock spring, ga 30739, usa",13,295,354216,13295,Walker,Walker County,6,H1,G4020,174,16860,,A,1156146497,1672677,34.7358269,-85.3053852
