OBJECTID,Join_Count,TARGET_FID,STORE_NAME,DISTRICT,COUNTY,PHYSICAL_S,PHYSICAL_C,PHYSICAL_1,PHYSICAL_Z,STORE_TYPE,PHONE,addresses,origAddres,X,Y,address,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
377,1,376,FOOD DEPOT #1,LAGRANGE,HENRY,4709 NORTH HENRY BOULEVAR,STOCKBRIDGE,GA,30,Supermarket,(770) 474-7225,"4709 NORTH HENRY BOULEVAR, STOCKBRIDGE, GA","4709 NORTH HENRY BOULEVAR, STOCKBRIDGE, GA",-84.23395060000,33.54350950000,"4709 n henry blvd, stockbridge, ga 30281, usa",13,151,01671894,13151,Henry,Henry County,06,H1,G4020,122,12060,,A,834398851.00000000000,11353184.00000000000,+33.4528811,-084.1544404
378,1,377,FOOD DEPOT #15,MACON,PEACH,2301 HIGHWAY 341 NORTH,FORT VALLEY,GA,31,Supermarket,(478) 825-4028,"2301 HIGHWAY 341 NORTH, FORT VALLEY, GA","2301 HIGHWAY 341 NORTH, FORT VALLEY, GA",-83.89419820000,32.57560490000,"2301 us-341, fort valley, ga 31030, usa",13,225,00343153,13225,Peach,Peach County,06,H1,G4020,356,22980,,A,389190345.00000000000,2676549.00000000000,+32.5713241,-083.8319779
379,1,378,FOOD DEPOT #24,LAGRANGE,HENRY,560 MACON STREET,MCDONOUGH,GA,30,Supermarket,(770) 954-0610,"560 MACON STREET, MCDONOUGH, GA","560 MACON STREET, MCDONOUGH, GA",-84.14420870000,33.43274460000,"560 macon st, mcdonough, ga 30253, usa",13,151,01671894,13151,Henry,Henry County,06,H1,G4020,122,12060,,A,834398851.00000000000,11353184.00000000000,+33.4528811,-084.1544404
380,1,379,FOOD DEPOT #25,COBB-DOUGLAS,COBB,"250 WINDY HILL ROAD, SUIT",MARIETTA,GA,30,Supermarket,(770) 435-0330,"250 WINDY HILL ROAD, SUIT, MARIETTA, GA","250 WINDY HILL ROAD, SUIT, MARIETTA, GA",-84.55243970000,33.89359070000,"250 windy hill rd, marietta, ga 30060, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
381,1,380,FOOD DEPOT #26,COBB-DOUGLAS,COBB,5345 FLOYD ROAD,MABLETON,GA,30,Supermarket,(770) 819-8629,"5345 FLOYD ROAD, MABLETON, GA","5345 FLOYD ROAD, MABLETON, GA",-84.57470620000,33.82449590000,"5345 floyd rd sw, mableton, ga 30126, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
382,1,381,FOOD DEPOT #27,COBB-DOUGLAS,COBB,681 SOUTH MARIETTA PARKWA,MARIETTA,GA,30,Supermarket,(770) 499-0919,"681 SOUTH MARIETTA PARKWA, MARIETTA, GA","681 SOUTH MARIETTA PARKWA, MARIETTA, GA",-84.53236420000,33.94444280000,"681 south marietta pkwy se, marietta, ga 30060, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
383,1,382,FOOD DEPOT #29,CLAYTON,CLAYTON,792 MORROW ROAD,FOREST PARK,GA,30,Supermarket,(404) 361-6668,"792 MORROW ROAD, FOREST PARK, GA","792 MORROW ROAD, FOREST PARK, GA",-84.36458870000,33.59127050000,"792 morrow rd, forest park, ga 30297, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
384,1,383,FOOD DEPOT #30,FULTON,FULTON,80 WEST BROAD STREET,FAIRBURN,GA,30,Supermarket,(770) 306-2822,"80 WEST BROAD STREET, FAIRBURN, GA","80 WEST BROAD STREET, FAIRBURN, GA",-84.57978040000,33.56848540000,"80 nw broad st, fairburn, ga 30213, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
385,1,384,FOOD DEPOT #31,CLAYTON,CLAYTON,6642 HIGHWAY 85,RIVERDALE,GA,30,Supermarket,(770) 996-9626,"6642 HIGHWAY 85, RIVERDALE, GA","6642 HIGHWAY 85, RIVERDALE, GA",-84.41036000000,33.57323900000,"6642 ga-85, riverdale, ga 30274, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
386,1,385,FOOD DEPOT #33,COBB-DOUGLAS,COBB,1355 EAST WEST CONNECTOR,AUSTELL,GA,30,Supermarket,(770) 944-2997,"1355 EAST WEST CONNECTOR, AUSTELL, GA","1355 EAST WEST CONNECTOR, AUSTELL, GA",-84.59606410000,33.85769480000,"1355 east-west connector, austell, ga 30106, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
387,1,386,FOOD DEPOT #34,LAGRANGE,SPALDING,1201 WEST TAYLOR STREET,GRIFFIN,GA,30,Supermarket,(770) 233-8805,"1201 WEST TAYLOR STREET, GRIFFIN, GA","1201 WEST TAYLOR STREET, GRIFFIN, GA",-84.28301970000,33.24817350000,"1201 w taylor st, griffin, ga 30223, usa",13,255,00353055,13255,Spalding,Spalding County,06,H1,G4020,122,12060,,A,508851718.00000000000,8084962.00000000000,+33.2623888,-084.2860671
388,1,387,FOOD DEPOT #35,COBB-DOUGLAS,COBB,3205 SOUTH COBB DRIVE,SMYRNA,GA,30,Supermarket,(770) 444-9013,"3205 SOUTH COBB DRIVE, SMYRNA, GA","3205 SOUTH COBB DRIVE, SMYRNA, GA",-84.53149110000,33.87640930000,"3205 s cobb dr se, smyrna, ga 30080, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
389,1,388,FOOD DEPOT #36,LAGRANGE,CARROLL,"1004 BANKHEAD HIGHWAY, SU",CARROLLTON,GA,30,Supermarket,(770) 838-0264,"1004 BANKHEAD HIGHWAY, SU, CARROLLTON, GA","1004 BANKHEAD HIGHWAY, SU, CARROLLTON, GA",-85.04406960000,33.59464390000,"1004 bankhead hwy # c45, carrollton, ga 30117, usa",13,045,00326650,13045,Carroll,Carroll County,06,H1,G4020,122,12060,,A,1292642959.00000000000,12284897.00000000000,+33.5822366,-085.0805272
390,1,389,FOOD DEPOT #37,LAGRANGE,COWETA,124 BULLSBORO DRIVE,NEWNAN,GA,30,Supermarket,(678) 423-3152,"124 BULLSBORO DRIVE, NEWNAN, GA","124 BULLSBORO DRIVE, NEWNAN, GA",-84.77737100000,33.39034470000,"124 bullsboro dr, newnan, ga 30263, usa",13,077,00326666,13077,Coweta,Coweta County,06,H1,G4020,122,12060,,A,1141929899.00000000000,12730333.00000000000,+33.3528965,-084.7621381
391,1,390,FOOD DEPOT #38,LAGRANGE,FAYETTE,200 BANKS STATION ROAD,FAYETTEVILLE,GA,30,Supermarket,(770) 716-7579,"200 BANKS STATION ROAD, FAYETTEVILLE, GA","200 BANKS STATION ROAD, FAYETTEVILLE, GA",-84.44458870000,33.46757440000,"200 banks station, fayetteville, ga 30214, usa",13,113,01687740,13113,Fayette,Fayette County,06,H1,G4020,122,12060,,A,503398001.00000000000,12847733.00000000000,+33.4127172,-084.4939407
392,1,391,FOOD DEPOT #39,DALTON,CHEROKEE,5530 BELLS FERRY ROAD,ACWORTH,GA,30,Supermarket,(770) 926-2267,"5530 BELLS FERRY ROAD, ACWORTH, GA","5530 BELLS FERRY ROAD, ACWORTH, GA",-84.57409300000,34.08613800000,"5530 bells ferry rd, acworth, ga 30102, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
393,1,392,FOOD DEPOT #40,COBB-DOUGLAS,DOUGLAS,3696 HIGHWAY 5,DOUGLASVILLE,GA,30,Supermarket,(770) 920-1124,"3696 HIGHWAY 5, DOUGLASVILLE, GA","3696 HIGHWAY 5, DOUGLASVILLE, GA",-84.77859080000,33.70656440000,"3696 ga-5, douglasville, ga 30135, usa",13,097,01686467,13097,Douglas,Douglas County,06,H1,G4020,122,12060,,A,518142392.00000000000,2485428.00000000000,+33.6993166,-084.7659441
394,1,393,FOOD DEPOT #41,GWINNETT,GWINNETT,4650 JIMMY CARTER BOULEVA,NORCROSS,GA,30,Supermarket,(770) 934-4828,"4650 JIMMY CARTER BOULEVA, NORCROSS, GA","4650 JIMMY CARTER BOULEVA, NORCROSS, GA",-84.19375150000,33.88486530000,"4650 jimmy carter blvd, norcross, ga 30093, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
395,1,394,FOOD DEPOT #42,COBB-DOUGLAS,DOUGLAS,3030 BANKHEAD HIGHWAY,AUSTELL,GA,30,Supermarket,(770) 944-1839,"3030 BANKHEAD HIGHWAY, AUSTELL, GA","3030 BANKHEAD HIGHWAY, AUSTELL, GA",-84.64141850000,33.79800750000,"3030 bankhead hwy, austell, ga 30168, usa",13,097,01686467,13097,Douglas,Douglas County,06,H1,G4020,122,12060,,A,518142392.00000000000,2485428.00000000000,+33.6993166,-084.7659441
396,1,395,FOOD DEPOT #43,GWINNETT,ROCKDALE,2300 SALEM ROAD,CONYERS,GA,30,Supermarket,(770) 922-5019,"2300 SALEM ROAD, CONYERS, GA","2300 SALEM ROAD, CONYERS, GA",-83.97624510000,33.62855060000,"2300 salem rd se, conyers, ga 30013, usa",13,247,00357592,13247,Rockdale,Rockdale County,06,H1,G4020,122,12060,,A,336205234.00000000000,5926396.00000000000,+33.6520811,-084.0263696
397,1,396,FOOD DEPOT #44,GWINNETT,NEWTON,6169 HWY 278,COVINGTON,GA,30,Supermarket,(770) 787-2622,"6169 HWY 278, COVINGTON, GA","6169 HWY 278, COVINGTON, GA",-83.84500170000,33.60263030000,"6169 hwy 278 ne, covington, ga 30014, usa",13,217,01673547,13217,Newton,Newton County,06,H1,G4020,122,12060,,A,704988572.00000000000,18130683.00000000000,+33.5440649,-083.8551921
398,1,397,FOOD DEPOT #45,LAGRANGE,HENRY,2600 HIGHWAY 138,STOCKBRIDGE,GA,30,Supermarket,(770) 506-0479,"2600 HIGHWAY 138, STOCKBRIDGE, GA","2600 HIGHWAY 138, STOCKBRIDGE, GA",-84.15093340000,33.58290510000,"2600 ga-138, stockbridge, ga 30281, usa",13,151,01671894,13151,Henry,Henry County,06,H1,G4020,122,12060,,A,834398851.00000000000,11353184.00000000000,+33.4528811,-084.1544404
399,1,398,FOOD DEPOT #46,CLAYTON,CLAYTON,6459 HIGHWAY 42,REX,GA,30,Supermarket,(770) 389-8373,"6459 HIGHWAY 42, REX, GA","6459 HIGHWAY 42, REX, GA",-84.28079460000,33.57545560000,"6459 ga-42, rex, ga 30273, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
400,1,399,FOOD DEPOT #47,DEKALB,DEKALB,"5741 ROCKBRIDGE ROAD, SUI",STONE MOUNTAIN,GA,30,Supermarket,(770) 413-8580,"5741 ROCKBRIDGE ROAD, SUI, STONE MOUNTAIN, GA","5741 ROCKBRIDGE ROAD, SUI, STONE MOUNTAIN, GA",-84.16028380000,33.78532120000,"5741 rockbridge rd sw, stone mountain, ga 30087, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
401,1,400,FOOD DEPOT #48,MACON,HOUSTON,2203 WATSON BOULEVARD,WARNER ROBINS,GA,31,Supermarket,(478) 922-7511,"2203 WATSON BOULEVARD, WARNER ROBINS, GA","2203 WATSON BOULEVARD, WARNER ROBINS, GA",-83.66006510000,32.61529250000,"2203 watson blvd, warner robins, ga 31093, usa",13,153,01671693,13153,Houston,Houston County,06,H1,G4020,356,47580,,A,972671323.00000000000,11319304.00000000000,+32.4583811,-083.6628559
402,1,401,FOOD DEPOT #49,LAGRANGE,TROUP,908 HOGANSVILLE ROAD,LAGRANGE,GA,30,Supermarket,(706) 883-7520,"908 HOGANSVILLE ROAD, LAGRANGE, GA","908 HOGANSVILLE ROAD, LAGRANGE, GA",-85.01242310000,33.04645130000,"908 hogansville rd, lagrange, ga 30241, usa",13,285,01673298,13285,Troup,Troup County,06,H1,G4020,122,29300,,A,1072230549.00000000000,82805378.00000000000,+33.0344820,-085.0283600
403,1,402,FOOD DEPOT #50,DUBLIN,LAURENS,2103 VETERANS BOULEVARD,DUBLIN,GA,31,Supermarket,(478) 275-0695,"2103 VETERANS BOULEVARD, DUBLIN, GA","2103 VETERANS BOULEVARD, DUBLIN, GA",-82.95402060000,32.54432820000,"2103 veterans blvd, dublin, ga 31021, usa",13,175,00346568,13175,Laurens,Laurens County,06,H1,G4020,,20140,,A,2090902617.00000000000,28925882.00000000000,+32.3932197,-082.9263171
404,1,403,FOOD DEPOT #51,ROME,PAULDING,"2985 VILLA RICA HIGHWAY,",DALLAS,GA,30,Supermarket,(770) 445-4105,"2985 VILLA RICA HIGHWAY,, DALLAS, GA","2985 VILLA RICA HIGHWAY,, DALLAS, GA",-84.84049570000,33.86846590000,"2985 villa rica hwy, dallas, ga 30157, usa",13,223,00349912,13223,Paulding,Paulding County,06,H1,G4020,122,12060,,A,808831964.00000000000,5309335.00000000000,+33.9209028,-084.8669788
405,1,404,FOOD DEPOT #52,COBB-DOUGLAS,DOUGLAS,6525 HIRAM DOUGLASVILLE H,DOUGLASVILLE,GA,30,Supermarket,(678) 838-0857,"6525 HIRAM DOUGLASVILLE H, DOUGLASVILLE, GA","6525 HIRAM DOUGLASVILLE H, DOUGLASVILLE, GA",-84.75561420000,33.79924340000,"6525 hiram douglasville hwy, douglasville, ga 30134, usa",13,223,00349912,13223,Paulding,Paulding County,06,H1,G4020,122,12060,,A,808831964.00000000000,5309335.00000000000,+33.9209028,-084.8669788
406,1,405,FOOD DEPOT #53,LAGRANGE,CARROLL,180 MAPLE CROSSING,CARROLLTON,GA,30,Supermarket,(770) 832-8648,"180 MAPLE CROSSING, CARROLLTON, GA","180 MAPLE CROSSING, CARROLLTON, GA",-85.11337740000,33.56259970000,"180 maple crossing, carrollton, ga 30117, usa",13,045,00326650,13045,Carroll,Carroll County,06,H1,G4020,122,12060,,A,1292642959.00000000000,12284897.00000000000,+33.5822366,-085.0805272
407,1,406,FOOD DEPOT #54,DEKALB,DEKALB,3590 PANOLA ROAD,LITHONIA,GA,30,Supermarket,(770) 981-1116,"3590 PANOLA ROAD, LITHONIA, GA","3590 PANOLA ROAD, LITHONIA, GA",-84.17637090000,33.67990690000,"3590 panola rd, lithonia, ga 30038, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
408,1,407,FOOD DEPOT #55,GWINNETT,GWINNETT,"1250 TECH DRIVE, SUITE 30",NORCROSS,GA,30,Supermarket,(770) 806-3915,"1250 TECH DRIVE, SUITE 30, NORCROSS, GA","1250 TECH DRIVE, SUITE 30, NORCROSS, GA",-84.16431080000,33.91487200000,"1250 tech dr #30, norcross, ga 30093, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
409,1,408,FOOD DEPOT #56,MACON,BIBB,4015 NORTHSIDE DRIVE,MACON,GA,31,Supermarket,(478) 474-2406,"4015 NORTHSIDE DRIVE, MACON, GA","4015 NORTHSIDE DRIVE, MACON, GA",-83.70488550000,32.90053470000,"4015 northside dr, macon, ga 31210, usa",13,021,01672039,13021,Bibb,Bibb County,06,H1,G4020,356,31420,,A,646881214.00000000000,14512477.00000000000,+32.8088443,-083.6941934
410,1,409,FOOD DEPOT #57,LAGRANGE,SPALDING,816 SOUTH HILL STREET,GRIFFIN,GA,30,Supermarket,(770) 227-9912,"816 SOUTH HILL STREET, GRIFFIN, GA","816 SOUTH HILL STREET, GRIFFIN, GA",-84.26359370000,33.23068990000,"816 s hill st, griffin, ga 30224, usa",13,255,00353055,13255,Spalding,Spalding County,06,H1,G4020,122,12060,,A,508851718.00000000000,8084962.00000000000,+33.2623888,-084.2860671
411,1,410,FOOD DEPOT #58,MACON,BALDWIN,1850 NORTH  COLUMBIA STRE,MILLEDGEVILLE,GA,31,Supermarket,(678) 505-3830,"1850 NORTH  COLUMBIA STRE, MILLEDGEVILLE, GA","1850 NORTH  COLUMBIA STRE, MILLEDGEVILLE, GA",-83.25160440000,33.10262160000,"1850 n columbia st, milledgeville, ga 31061, usa",13,009,00345255,13009,Baldwin,Baldwin County,06,H1,G4020,,33300,,A,669822405.00000000000,25008132.00000000000,+33.0595037,-083.2554522
412,1,411,FOOD DEPOT #59,LAGRANGE,CARROLL,664 WEST BANKHEAD HIGHWAY,VILLA RICA,GA,30,Supermarket,(770) 462-6059,"664 WEST BANKHEAD HIGHWAY, VILLA RICA, GA","664 WEST BANKHEAD HIGHWAY, VILLA RICA, GA",-84.93808890000,33.72938480000,"664 w bankhead hwy, villa rica, ga 30180, usa",13,045,00326650,13045,Carroll,Carroll County,06,H1,G4020,122,12060,,A,1292642959.00000000000,12284897.00000000000,+33.5822366,-085.0805272
413,1,412,FOOD DEPOT #60,COLUMBUS,MUSCOGEE,5600 MILGEN ROAD,COLUMBUS,GA,31,Supermarket,(706) 225-1120,"5600 MILGEN ROAD, COLUMBUS, GA","5600 MILGEN ROAD, COLUMBUS, GA",-84.89001290000,32.52069410000,"5600 milgen rd, columbus, ga 31907, usa",13,215,00357428,13215,Muscogee,Muscogee County,06,H6,G4020,194,17980,,C,560530553.00000000000,11873623.00000000000,+32.5101970,-084.8749460
414,1,413,FOOD DEPOT #61,DEKALB,DEKALB,4100 REDAN ROAD,STONE MOUNTAIN,GA,30,Supermarket,(470) 225-4318,"4100 REDAN ROAD, STONE MOUNTAIN, GA","4100 REDAN ROAD, STONE MOUNTAIN, GA",-84.22244550000,33.76494640000,"4100 redan rd, stone mountain, ga 30083, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
415,1,414,FOOD DEPOT #62,CLAYTON,CLAYTON,11155 TARA BOULEVARD,HAMPTON,GA,30,Supermarket,(678) 561-9962,"11155 TARA BOULEVARD, HAMPTON, GA","11155 TARA BOULEVARD, HAMPTON, GA",-84.32739570000,33.44970100000,"11155 tara blvd, hampton, ga 30228, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
416,1,415,FOOD DEPOT #63,MACON,BIBB,5615 HOUSTON ROAD,MACON,GA,31,Supermarket,(478) 738-7326,"5615 HOUSTON ROAD, MACON, GA","5615 HOUSTON ROAD, MACON, GA",-83.67332190000,32.74795570000,"5615 houston rd, macon, ga 31216, usa",13,021,01672039,13021,Bibb,Bibb County,06,H1,G4020,356,31420,,A,646881214.00000000000,14512477.00000000000,+32.8088443,-083.6941934
417,1,416,FOOD FRESH,WAYCROSS,EVANS,403 NORTH DUVAL STREET,CLAXTON,GA,30,Supermarket,(912) 739-0557,"403 NORTH DUVAL STREET, CLAXTON, GA","403 NORTH DUVAL STREET, CLAXTON, GA",-81.90001690000,32.16965180000,"403 n duval st, claxton, ga 30417, usa",13,109,00345923,13109,Evans,Evans County,06,H1,G4020,,,,A,473607497.00000000000,10382490.00000000000,+32.1519021,-081.8876180
418,1,417,FOOD LION #1181,BRUNSWICK,CHATHAM,8914 WHITE BLUFF ROAD,SAVANNAH,GA,31,Supermarket,(912) 925-0755,"8914 WHITE BLUFF ROAD, SAVANNAH, GA","8914 WHITE BLUFF ROAD, SAVANNAH, GA",-81.12394870000,31.99551440000,"8914 white bluff rd, savannah, ga 31406, usa",13,051,01694477,13051,Chatham,Chatham County,06,H1,G4020,496,42340,,A,1105168782.00000000000,532382555.00000000000,+31.9805230,-081.0851899
419,1,418,FOOD LION #1288,ROME,FLOYD,3365 MARTHA BERRY HIGHWAY,ROME,GA,30,Supermarket,(706) 232-8553,"3365 MARTHA BERRY HIGHWAY, ROME, GA","3365 MARTHA BERRY HIGHWAY, ROME, GA",-85.17398980000,34.31863090000,"3365 martha berry hwy, rome, ga 30165, usa",13,115,00353665,13115,Floyd,Floyd County,06,H1,G4020,,40660,,A,1320694712.00000000000,22123874.00000000000,+34.2636769,-085.2137297
420,1,419,FOOD LION #1437,DALTON,FANNIN,4295 OLD HIGHWAY 76,BLUE RIDGE,GA,30,Supermarket,(706) 258-2223,"4295 OLD HIGHWAY 76, BLUE RIDGE, GA","4295 OLD HIGHWAY 76, BLUE RIDGE, GA",-84.30809770000,34.87359020000,"4295 old hwy 76, blue ridge, ga 30513, usa",13,111,00351094,13111,Fannin,Fannin County,06,H1,G4020,,,,A,1002058824.00000000000,13560698.00000000000,+34.8664970,-084.3174397
421,1,420,FOOD LION #1447,AUGUSTA,RICHMOND,2115 WINDSOR SPRING ROAD,AUGUSTA,GA,30,Supermarket,(706) 796-8179,"2115 WINDSOR SPRING ROAD, AUGUSTA, GA","2115 WINDSOR SPRING ROAD, AUGUSTA, GA",-82.03236980000,33.40935760000,"2115 windsor spring rd, augusta, ga 30906, usa",13,245,00358024,13245,Richmond,Richmond County,06,H6,G4020,,12260,,C,840008420.00000000000,11042329.00000000000,+33.3614870,-082.0749983
422,1,421,FOOD LION #1540,AUGUSTA,RICHMOND,3722 MIKE PADGETT HIGHWAY,AUGUSTA,GA,30,Supermarket,(706) 560-2539,"3722 MIKE PADGETT HIGHWAY, AUGUSTA, GA","3722 MIKE PADGETT HIGHWAY, AUGUSTA, GA",-81.99395030000,33.36749820000,"3722 mike padgett hwy, augusta, ga 30906, usa",13,245,00358024,13245,Richmond,Richmond County,06,H6,G4020,,12260,,C,840008420.00000000000,11042329.00000000000,+33.3614870,-082.0749983
423,1,422,FOOD LION #1563,ROME,WALKER,"13311 NORTH HIGHWAY 27,",CHICKAMAUGA,GA,30,Supermarket,(706) 375-7124,"13311 NORTH HIGHWAY 27,, CHICKAMAUGA, GA","13311 NORTH HIGHWAY 27,, CHICKAMAUGA, GA",-85.26981980000,34.88891660000,"13311 us-27 #6, chickamauga, ga 30707, usa",13,295,00354216,13295,Walker,Walker County,06,H1,G4020,174,16860,,A,1156146497.00000000000,1672677.00000000000,+34.7358269,-085.3053852
424,1,423,FOOD LION #1596,AUGUSTA,COLUMBIA,365 SOUTH BELAIR ROAD,MARTINEZ,GA,30,Supermarket,(706) 868-6806,"365 SOUTH BELAIR ROAD, MARTINEZ, GA","365 SOUTH BELAIR ROAD, MARTINEZ, GA",-82.13650070000,33.48685800000,"365 s belair rd, augusta, ga 30907, usa",13,073,00348865,13073,Columbia,Columbia County,06,H1,G4020,,12260,,A,751319916.00000000000,45368325.00000000000,+33.5505513,-082.2513613
425,1,424,FOOD LION #1603,DALTON,WHITFIELD,3925 CLEVELAND ROAD,DALTON,GA,30,Supermarket,(706) 694-2470,"3925 CLEVELAND ROAD, DALTON, GA","3925 CLEVELAND ROAD, DALTON, GA",-84.94777520000,34.89674060000,"3925 cleveland hwy, dalton, ga 30721, usa",13,313,00353513,13313,Whitfield,Whitfield County,06,H1,G4020,,19140,,A,752293162.00000000000,1534098.00000000000,+34.8017261,-084.9685410
426,1,425,FOOD LION #1695,DALTON,WHITFIELD,2709 CHATTANOOGA ROAD,ROCKY FACE,GA,30,Supermarket,(706) 259-8500,"2709 CHATTANOOGA ROAD, ROCKY FACE, GA","2709 CHATTANOOGA ROAD, ROCKY FACE, GA",-85.03154700000,34.80617010000,"2709 chattanooga rd, rocky face, ga 30740, usa",13,313,00353513,13313,Whitfield,Whitfield County,06,H1,G4020,,19140,,A,752293162.00000000000,1534098.00000000000,+34.8017261,-084.9685410
427,1,426,FOOD LION #1696,ROME,BARTOW,7409 ADAIRSVILLE HIGHWAY,ADAIRSVILLE,GA,30,Supermarket,(770) 877-9301,"7409 ADAIRSVILLE HIGHWAY, ADAIRSVILLE, GA","7409 ADAIRSVILLE HIGHWAY, ADAIRSVILLE, GA",-84.93145110000,34.37852160000,"7409 adairsville hwy, adairsville, ga 30103, usa",13,015,00351604,13015,Bartow,Bartow County,06,H1,G4020,122,12060,,A,1190219094.00000000000,27368340.00000000000,+34.2409175,-084.8381879
428,1,427,FOOD LION #2132,GAINESVILLE,DAWSON,"59 MAIN STREET, SUITE 100",DAWSONVILLE,GA,30,Supermarket,(706) 344-3979,"59 MAIN STREET, SUITE 100, DAWSONVILLE, GA","59 MAIN STREET, SUITE 100, DAWSONVILLE, GA",-84.11159830000,34.41751340000,"59 main street #100, dawsonville, ga 30534, usa",13,085,00351312,13085,Dawson,Dawson County,06,H1,G4020,122,12060,,A,546042466.00000000000,9272855.00000000000,+34.4428421,-084.1732841
429,1,428,FOOD LION #2143,AUGUSTA,COLUMBIA,5157 COLUMBIA ROAD,GROVETOWN,GA,30,Supermarket,(706) 863-2666,"5157 COLUMBIA ROAD, GROVETOWN, GA","5157 COLUMBIA ROAD, GROVETOWN, GA",-82.20032060000,33.50921240000,"5157 columbia rd, grovetown, ga 30813, usa",13,073,00348865,13073,Columbia,Columbia County,06,H1,G4020,,12260,,A,751319916.00000000000,45368325.00000000000,+33.5505513,-082.2513613
430,1,429,FOOD LION #2150,BRUNSWICK,CHATHAM,2208 EAST DERENNE AVENUE,SAVANNAH,GA,31,Supermarket,(912) 356-1274,"2208 EAST DERENNE AVENUE, SAVANNAH, GA","2208 EAST DERENNE AVENUE, SAVANNAH, GA",-81.07313720000,32.01949560000,"2208 e derenne ave, savannah, ga 31406, usa",13,051,01694477,13051,Chatham,Chatham County,06,H1,G4020,496,42340,,A,1105168782.00000000000,532382555.00000000000,+31.9805230,-081.0851899
431,1,430,FOOD LION #2159,BRUNSWICK,BRYAN,3500 HIGHWAY 17 SOUTH,RICHMOND HILL,GA,31,Supermarket,(912) 756-9929,"3500 HIGHWAY 17 SOUTH, RICHMOND HILL, GA","3500 HIGHWAY 17 SOUTH, RICHMOND HILL, GA",-81.32455160000,31.93399000000,"3500 us-17, richmond hill, ga 31324, usa",13,029,00350496,13029,Bryan,Bryan County,06,H1,G4020,496,42340,,A,1129165098.00000000000,47870064.00000000000,+32.0179692,-081.4385431
432,1,431,FOOD LION #2222,COLUMBUS,SUMTER,107 PRINCE STREET,AMERICUS,GA,31,Supermarket,(229) 924-2860,"107 PRINCE STREET, AMERICUS, GA","107 PRINCE STREET, AMERICUS, GA",-84.22903220000,32.07273250000,"107 prince st, americus, ga 31709, usa",13,261,00343504,13261,Sumter,Sumter County,06,H1,G4020,,11140,,A,1250175754.00000000000,25791648.00000000000,+32.0421974,-084.2042590
433,1,432,FOOD LION #2543,ROME,CATOOSA,95 POPLAR SPRINGS ROAD,RINGGOLD,GA,30,Supermarket,(706) 935-5833,"95 POPLAR SPRINGS ROAD, RINGGOLD, GA","95 POPLAR SPRINGS ROAD, RINGGOLD, GA",-85.13202100000,34.90490250000,"95 poplar springs rd, ringgold, ga 30736, usa",13,047,00353230,13047,Catoosa,Catoosa County,06,H1,G4020,174,16860,,A,419999394.00000000000,771159.00000000000,+34.8993926,-085.1373531
